fips,total,commodity,conservation,disaster,insurance,Year
16035,764333,242865,123144,184703,213621,2016
16037,253126,25856,16553,158158,52559,2016
16039,3105156,760017,17450,1534234,793455,2016
16041,2413661,626441,1538792,93156,155272,2016
16043,6037550,1428973,2017805,25902,2564870,2016
16045,605563,320922,257,208339,76045,2016
16047,1318780,730211,0,343425,245144,2016
16049,8183163,4283914,502821,1826382,1570046,2016
16051,6382983,2282942,206326,8185,3885530,2016
16053,3030915,2169341,76635,34524,750415,2016
16055,1756808,838049,401191,293205,224363,2016
16057,9304226,5428119,1490005,221409,2164693,2016
16059,611044,60196,0,550848,0,2016
16061,7385212,4293581,447094,862674,1781863,2016
16063,955216,364960,16884,121097,452275,2016
16065,3833166,1605517,777725,49421,1400503,2016
16067,4870415,2862954,656421,286867,1064173,2016
16069,9416184,5612808,976907,890467,1936002,2016
16071,3718936,1137676,2046258,79751,455251,2016
16073,4239687,820466,0,2772506,646715,2016
16075,806510,211925,16603,119384,458598,2016
16077,12325928,5434689,4546825,0,2344414,2016
16081,1210583,77752,530070,0,602761,2016
16083,5416481,3150071,139903,421726,1704781,2016
16085,560727,11283,2066,547378,0,2016
16087,2189215,411772,199730,1485953,91760,2016
16801,0,0,0,0,0,2016
16001,296621,93144,0,0,203477,2015
16003,129084,3402,65810,59872,0,2015
16005,4056941,63504,3326674,177659,489104,2015
16007,893629,2,682564,166215,44848,2015
16009,2759278,1695326,609913,24447,429592,2015
16011,6484832,71415,1609000,1154162,3650255,2015
16013,1630081,3607,1063231,312019,251224,2015
16015,23311,0,0,23311,0,2015
16017,112540,512,18408,90203,3417,2015
16019,5827902,180261,3198428,270185,2179028,2015
16021,434238,207110,34896,6125,186107,2015
16023,1595707,4495,786964,302240,502008,2015
16025,586467,622,245619,251889,88337,2015
16027,2138261,73452,0,-28394,2093203,2015
16029,4897115,604,2358330,769344,1768837,2015
16031,7450003,215407,3957354,929765,2347477,2015
16033,1152430,122533,123841,221811,684245,2015
16035,474827,145374,90294,39954,199205,2015
16037,374492,0,209275,134974,30243,2015
16039,3082840,327993,20134,2009378,725335,2015
16041,1981929,86096,1575946,118570,201317,2015
16043,3687934,13702,1223377,191102,2259753,2015
16045,657717,170865,2279,444245,40328,2015
16047,1270693,302600,0,598041,370052,2015
16049,2493746,482624,574997,70002,1366123,2015
16051,2266213,66250,213791,60269,1925903,2015
16053,2574291,1391942,76635,299891,805823,2015
16055,813954,212928,426810,67514,106702,2015
16057,4282117,707265,1627122,139876,1807854,2015
16059,138217,5388,0,132829,0,2015
16061,3102785,725246,470890,340713,1565936,2015
16063,1623777,225293,16884,1019002,362598,2015
16065,2052398,25863,933824,92803,999908,2015
16067,3033960,430146,654399,830467,1118948,2015
16069,4334872,1535405,905472,157329,1736666,2015
16071,2748326,36708,2007762,184040,519816,2015
16073,4449957,55868,0,3858551,535538,2015
16075,711334,157005,29225,40888,484216,2015
16077,7758262,118480,5206825,18827,2414130,2015
16081,961250,13234,466616,0,481400,2015
16083,4778638,1812431,329925,885351,1750931,2015
16085,21644,158,2066,19420,0,2015
16087,2687126,54693,221775,2310087,100571,2015
16801,0,0,0,0,0,2015
16001,166452,0,0,0,166452,2014
16003,65204,0,65204,0,0,2014
16005,4049519,52806,3477329,77872,441512,2014
16007,1207045,-751,793761,341526,72509,2014
16009,1063575,19978,633435,23289,386873,2014
16011,6651621,-16091,1616817,208738,4842157,2014
16013,6598387,-2008,6282723,87845,229827,2014
16015,564,0,564,0,0,2014
16017,163530,2,18440,142278,2810,2014
16019,5788079,19469,3228490,149190,2390930,2014
16021,207394,607,51472,0,155315,2014
16023,1331244,65577,812997,183289,269381,2014
16025,504745,16500,255441,194518,38286,2014
16027,2084221,15362,0,124946,1943913,2014
16029,3958379,33023,2342901,110974,1471481,2014
16031,6808945,431725,3710248,201427,2465545,2014
16033,514035,73970,129694,0,310371,2014
16035,333509,0,82740,5549,245220,2014
16037,251667,0,31274,151063,69330,2014
16039,5622663,227729,35133,4643214,716587,2014
16041,2025862,0,1625547,169511,230804,2014
16043,4425829,8225,1371346,68601,2977657,2014
16045,397455,-975,3893,346199,48338,2014
16047,556292,-7176,0,169702,393766,2014
16049,2215104,3827,625676,55234,1530367,2014
16051,2318304,3138,215743,0,2099423,2014
16053,1227356,62290,80859,152105,932102,2014
16055,667591,0,479244,51637,136710,2014
16057,3579755,20658,1793442,5517,1760138,2014
16059,438456,2964,0,435492,0,2014
16061,2252179,5693,479516,163844,1603126,2014
16063,871117,-121,16884,451772,402582,2014
16065,2002319,4152,920663,29095,1048409,2014
16067,2547861,168012,747924,120460,1511465,2014
16069,2960246,11750,869039,197874,1881583,2014
16071,3470631,27394,2352915,523278,567044,2014
16073,2160298,597,0,1623925,535776,2014
16075,469010,13283,16603,93019,346105,2014
16077,8830107,24788,5850228,23554,2931537,2014
16081,1084466,21791,522950,0,539725,2014
16083,2484274,303670,143227,297679,1739698,2014
16085,2066,0,2066,0,0,2014
16087,671955,-4718,205166,339456,132051,2014
16801,0,0,0,0,0,2014
16001,842569,653487,0,0,189082,2013
16003,90061,14977,75084,0,0,2013
16005,4856644,917164,3301061,0,638418,2013
16007,2104807,500100,1411540,70469,122698,2013
16009,2566496,985903,676319,377478,526796,2013
16011,11874878,4185479,1705173,40605,5943621,2013
16013,3036251,196737,2627976,0,211538,2013
16015,607,43,564,0,0,2013
16017,28169,8276,18440,1453,0,2013
16019,7571254,2350285,3162235,-200000,2258734,2013
16021,816243,579440,33634,0,203169,2013
16023,3144170,569824,2197732,24550,352064,2013
16025,495859,159217,316429,0,20213,2013
16027,3126090,1472423,0,0,1653667,2013
16029,6093579,1468845,2441321,37014,2146400,2013
16031,10888188,3766963,3865339,46805,3209081,2013
16033,1026783,146179,538177,0,342427,2013
16035,966639,159309,90372,366157,350801,2013
16037,190780,74365,31274,0,85141,2013
16039,1567745,643216,31553,11460,881516,2013
16041,3191854,1168253,1617888,40668,365045,2013
16043,6508189,1393573,1572240,120452,3421923,2013
16045,516109,274858,4136,174462,62653,2013
16047,2255636,1812121,9742,0,433773,2013
16049,5349522,2074538,695082,820654,1759248,2013
16051,4225297,1914982,184208,0,2126107,2013
16053,3370423,2237835,79821,0,1052767,2013
16055,1131902,412240,465077,39800,214785,2013
16057,8057659,3111560,2120106,674055,2151938,2013
16059,66067,43409,0,22658,0,2013
16061,5774392,2355795,509583,809067,2099947,2013
16063,881720,369319,16884,0,495517,2013
16065,3453016,1389847,1006040,0,1057129,2013
16067,4590805,2290480,708038,0,1592287,2013
16069,7145407,3474214,866185,323011,2481997,2013
16071,4462560,1219977,2143764,265955,832864,2013
16073,1207384,658990,0,1798,546596,2013
16075,957755,543295,16063,0,398397,2013
16077,13045988,3521840,5749397,0,3774751,2013
16081,1513140,493645,528511,0,490984,2013
16083,4521369,2967285,144389,44446,1365249,2013
16085,16480,14414,2066,0,0,2013
16087,745642,414810,187970,0,142862,2013
16801,0,0,0,0,0,2013
16001,958448,754811,0,0,203637,2012
16003,55379,17288,38091,0,0,2012
16005,3067300,863851,1663112,0,540338,2012
16007,1538061,620708,741560,68762,107031,2012
16009,2201984,1039113,564786,82982,515103,2012
16011,12006775,4520457,1413859,0,6072459,2012
16013,438500,279631,23765,0,135104,2012
16015,9208,47,9161,0,0,2012
16017,48611,11739,18440,18432,0,2012
16019,7829088,2379214,3000325,201749,2247800,2012
16021,673792,550556,6554,0,116682,2012
16023,1046152,546714,48836,78804,371798,2012
16025,424379,136899,274422,0,13058,2012
16027,3104761,1577903,360,1234,1525264,2012
16029,5703894,1551172,2108084,3931,2040706,2012
16031,10749589,4076905,3372121,0,3300563,2012
16033,681712,234718,206688,0,240306,2012
16035,1057426,286936,158260,230862,381369,2012
16037,190023,85478,33328,0,71217,2012
16039,1670704,715944,117497,78548,758715,2012
16041,3615033,1822470,1476196,1405,314961,2012
16043,6028773,1289755,1321644,124447,3292927,2012
16045,513027,336837,4136,104627,67427,2012
16047,2221544,1785985,9848,0,425711,2012
16049,4635307,2105959,509766,270476,1749106,2012
16051,4190933,2090253,178034,0,1922646,2012
16053,3681560,2534825,78263,0,1068472,2012
16055,1181818,431610,439706,67053,243449,2012
16057,9403178,3229902,2164662,1796757,2211857,2012
16059,54077,42807,0,11270,0,2012
16061,5509083,2227095,501592,671479,2108917,2012
16063,1346651,877475,46858,0,422318,2012
16065,3149204,1286671,830682,0,1031851,2012
16067,4709844,2216465,615735,0,1877644,2012
16069,7437227,3440196,644914,942893,2409224,2012
16071,4051331,1321730,1889664,225965,613972,2012
16073,1648018,923665,0,122069,602284,2012
16075,1056592,636414,9944,42395,367839,2012
16077,11925915,3457161,5123305,9209,3336240,2012
16081,1515136,423537,573136,16380,502083,2012
16083,4984784,3513327,80885,0,1390572,2012
16085,17375,15309,2066,0,0,2012
16087,835835,522093,191686,0,122056,2012
16801,0,0,0,0,0,2012
16001,726595,383777,0,82639,260179,2011
16003,121942,18304,103638,0,0,2011
16005,4204256,1125856,2402571,0,675829,2011
16007,1533913,580656,814456,902,137899,2011
16009,2789558,937200,642991,652573,556794,2011
16011,12883227,4263905,1455057,0,7164265,2011
16013,522684,348744,23765,0,150175,2011
16015,609,45,564,0,0,2011
16017,118953,3897,18902,96154,0,2011
16019,8152803,2380725,3335314,0,2436764,2011
16021,739685,587752,35227,0,116706,2011
16023,1020685,555509,50509,33478,381189,2011
16025,461702,196540,243020,0,22142,2011
16027,3021167,1321859,360,239521,1459427,2011
16029,6096033,1638798,2189071,0,2268164,2011
16031,9893593,4006575,2499527,7808,3379683,2011
16033,754320,280352,238902,0,235066,2011
16035,1043066,285085,161739,240515,355727,2011
16037,169362,57064,37674,1032,73592,2011
16039,1802928,747480,47146,0,1008302,2011
16041,2576559,776203,1358075,105159,337122,2011
16043,6687053,1369624,1323929,634511,3358989,2011
16045,480798,252572,10046,155584,62596,2011
16047,1295292,864799,9848,0,420645,2011
16049,4562054,2134824,605221,31091,1790918,2011
16051,4291010,1931179,204038,9625,2146168,2011
16053,2673255,1434644,79687,0,1158924,2011
16055,1253603,461634,457036,56623,278310,2011
16057,9398897,3312137,2553132,1259557,2274071,2011
16059,45214,45214,0,0,0,2011
16061,5118598,2369237,530637,171378,2047346,2011
16063,1055795,503654,46858,0,505283,2011
16065,3563292,1309907,971230,100000,1182155,2011
16067,4442354,2025332,755844,0,1661178,2011
16069,7533122,3545422,817903,607606,2562192,2011
16071,4239193,1261331,2210308,2,767552,2011
16073,1625520,813186,0,107838,704496,2011
16075,764830,369010,13172,80188,302460,2011
16077,11552451,3458620,4355260,0,3738571,2011
16081,1873422,522834,669125,38520,642943,2011
16083,4168319,2571535,84227,4176,1508381,2011
16085,23681,17400,6281,0,0,2011
16087,858885,528177,223077,0,107630,2011
16801,0,0,0,0,0,2011
16001,958448,754811,0,0,203637,2010
16003,55379,17288,38091,0,0,2010
16005,3067300,863851,1663112,0,540338,2010
16007,1538061,620708,741560,68762,107031,2010
16009,2201984,1039113,564786,82982,515103,2010
16011,12006775,4520457,1413859,0,6072459,2010
16013,438500,279631,23765,0,135104,2010
16015,9208,47,9161,0,0,2010
16017,48611,11739,18440,18432,0,2010
16019,7829088,2379214,3000325,201749,2247800,2010
16021,673792,550556,6554,0,116682,2010
16023,1046152,546714,48836,78804,371798,2010
16025,424379,136899,274422,0,13058,2010
16027,3104761,1577903,360,1234,1525264,2010
16029,5703894,1551172,2108084,3931,2040706,2010
16031,10749589,4076905,3372121,0,3300563,2010
16033,681712,234718,206688,0,240306,2010
16035,1057426,286936,158260,230862,381369,2010
16037,190023,85478,33328,0,71217,2010
16039,1670704,715944,117497,78548,758715,2010
16041,3615033,1822470,1476196,1405,314961,2010
16043,6028773,1289755,1321644,124447,3292927,2010
16045,513027,336837,4136,104627,67427,2010
16047,2221544,1785985,9848,0,425711,2010
16049,4635307,2105959,509766,270476,1749106,2010
16051,4190933,2090253,178034,0,1922646,2010
16053,3681560,2534825,78263,0,1068472,2010
16055,1181818,431610,439706,67053,243449,2010
16057,9403178,3229902,2164662,1796757,2211857,2010
16059,54077,42807,0,11270,0,2010
16061,5509083,2227095,501592,671479,2108917,2010
16063,1346651,877475,46858,0,422318,2010
16065,3149204,1286671,830682,0,1031851,2010
16067,4709844,2216465,615735,0,1877644,2010
16069,7437227,3440196,644914,942893,2409224,2010
16071,4051331,1321730,1889664,225965,613972,2010
16073,1648018,923665,0,122069,602284,2010
16075,1056592,636414,9944,42395,367839,2010
16077,11925915,3457161,5123305,9209,3336240,2010
16081,1515136,423537,573136,16380,502083,2010
16083,4984784,3513327,80885,0,1390572,2010
16085,17375,15309,2066,0,0,2010
16087,835835,522093,191686,0,122056,2010
16801,0,0,0,0,0,2010
15001,8407160,176727,271242,7278297,680893,2019
15003,326273,25598,12260,288415,0,2019
15007,505105,4333,40016,460755,0,2019
15009,659517,7353,13553,570568,68042,2019
15001,8819539,398589,610828,7246645,563477,2018
15003,322631,2736,0,319895,0,2018
15007,324139,36434,40016,247690,0,2018
15009,571494,14205,14593,461177,81519,2018
15001,6681431,0,517628,5692531,471272,2017
15003,246266,0,0,246266,0,2017
15007,276900,2101,40016,234783,0,2017
15009,755915,3878,13313,658741,79983,2017
15001,6254166,0,594089,4997336,662741,2016
15003,258467,0,0,252999,5468,2016
15007,541905,0,40016,499691,2198,2016
15009,755991,0,15050,740941,0,2016
15001,8509501,0,843490,6753749,912262,2015
15003,287226,0,0,283601,3625,2015
15007,354214,0,44224,302242,7748,2015
15009,822990,0,218262,527068,77660,2015
15001,16479624,28525,731882,14859342,859875,2014
15003,312204,0,0,260752,51452,2014
15007,1045044,0,48110,996934,0,2014
15009,2944159,0,15050,2929109,0,2014
15001,6025880,36186,1358076,3776786,854831,2013
15003,298516,0,0,230296,68220,2013
15007,500987,0,40338,460649,0,2013
15009,859761,0,179487,680274,0,2013
15001,5137932,96810,1139191,3001070,900860,2012
15003,305722,0,0,231033,74689,2012
15007,261769,0,136421,109800,15548,2012
15009,491167,0,7507,483660,0,2012
15001,8700997,69240,1625543,6201366,804847,2011
15003,708270,41677,0,606403,60190,2011
15007,537727,0,44225,477989,15513,2011
15009,870465,3117,147471,719393,484,2011
15001,5137932,96810,1139191,3001070,900860,2010
15003,305722,0,0,231033,74689,2010
15007,261769,0,136421,109800,15548,2010
15009,491167,0,7507,483660,0,2010
13001,13443367,7153876,62623,3467947,2758921,2019
13003,10467024,6334020,6575,2734193,1392236,2019
13005,14831633,3263135,10076,8234817,3323605,2019
13007,9538236,5934768,9328,1505638,2088502,2019
13009,45,45,0,0,0,2019
13011,133613,22639,2439,103881,4654,2019
13013,1626,150,0,1476,0,2019
13015,1114583,645234,8354,320899,140096,2019
13017,6095893,4352544,201614,872265,669470,2019
13019,17601983,11151959,97041,3945246,2407736,2019
13021,74440,55994,0,11371,7075,2019
13023,4601865,3586462,47027,215401,752975,2019
13025,1058174,126300,1722,693242,236910,2019
13027,19597482,15714528,543407,1703872,1635676,2019
13029,186729,38020,7160,21047,120502,2019
13031,23247768,17026751,334541,1613738,4272738,2019
13033,15356072,12557032,80960,389718,2328362,2019
13035,58304,2284,3985,52035,0,2019
13037,16458746,11027716,354620,4214156,862254,2019
13039,80862,0,0,68042,12820,2019
13043,4393685,2125951,148758,513519,1605456,2019
13045,314422,32677,9752,264073,7920,2019
13047,10565,10,77,0,10478,2019
13049,215537,1879,0,196717,16941,2019
13051,6910,562,0,0,6348,2019
13053,337,0,337,0,0,2019
13055,320921,228030,2977,0,89914,2019
13057,120066,0,0,108240,11826,2019
13059,45050,20969,13282,3079,7720,2019
13061,4463671,3516095,119095,425594,402887,2019
13063,750,750,0,0,0,2019
13065,6916502,63252,0,5409770,1443480,2019
13067,550,0,0,550,0,2019
13069,23485188,16417251,278318,4127287,2662332,2019
13071,29942797,21401585,422881,5528600,2589731,2019
13073,750,750,0,0,0,2019
13075,9424851,6396649,107148,1561883,1359171,2019
13077,123332,80444,3261,39627,0,2019
13079,1490668,603304,12417,500986,373961,2019
13081,15760821,10984759,409574,3023851,1342637,2019
13083,13014,0,1486,0,11528,2019
13085,31585,1729,0,14619,15237,2019
13087,25070568,20259300,349719,1493159,2968390,2019
13089,1313,1313,0,0,0,2019
13091,8981232,5402057,263686,2724201,591288,2019
13093,33297209,23470716,874927,4811789,4139777,2019
13095,3058936,1047320,10916,1239079,761621,2019
13097,1270,1270,0,0,0,2019
13099,20611310,13884917,552585,3159194,3014614,2019
13101,379269,154092,18011,112644,94522,2019
13103,2425308,1714841,430,55174,654863,2019
13105,476928,426926,3909,111,45982,2019
13107,7766892,5160030,310884,1103240,1192738,2019
13109,1165255,550901,32235,75533,506586,2019
13111,21886,218,0,0,21668,2019
13113,3724,3332,0,392,0,2019
13115,943617,694707,40022,2469,206419,2019
13117,69096,0,0,24544,44552,2019
13119,162410,127444,7170,0,27796,2019
13121,11476,0,0,11476,0,2019
13123,339795,70899,0,261497,7399,2019
13125,639622,458709,17592,0,163321,2019
13127,0,0,0,0,0,2019
13129,1023581,726119,2839,56833,237790,2019
13131,12989822,8686530,469870,2085722,1747700,2019
13133,142321,135650,136,0,6535,2019
13135,2757,2064,0,693,0,2019
13137,36632,652,0,20582,15398,2019
13139,203168,47081,4922,87552,63613,2019
13141,76054,28574,7352,14157,25971,2019
13143,1693,619,1074,0,0,2019
13145,13516,0,10880,0,2636,2019
13147,563864,497686,27543,0,38635,2019
13149,52200,47898,1656,2646,0,2019
13151,103907,52928,2046,27214,21719,2019
13153,3315557,2370796,27266,181885,735610,2019
13155,17994030,14124236,252409,1766835,1850550,2019
13157,71910,33975,0,16251,21684,2019
13159,86937,49393,2522,5907,29115,2019
13161,9750775,5956593,51207,2551879,1191096,2019
13163,7509578,6391126,64903,3293,1050256,2019
13165,7472073,5177452,151841,498202,1644578,2019
13167,1466260,1023817,93957,75618,272868,2019
13169,51345,41177,7341,2827,0,2019
13171,434742,261069,3817,112712,57144,2019
13173,5035644,2540848,64812,1883108,546876,2019
13175,4926961,2905530,332835,1034970,653626,2019
13177,14200854,9115703,384102,3147920,1553129,2019
13179,7715,0,0,0,7715,2019
13181,20471,1585,18886,0,0,2019
13183,71697,6523,0,47701,17473,2019
13185,3853669,2034920,216728,1064612,537409,2019
13187,33231,1310,0,15543,16378,2019
13189,65893,59170,6723,0,0,2019
13191,150434,0,0,150434,0,2019
13193,11492957,8937785,250785,854195,1450192,2019
13195,284236,220745,16840,1925,44726,2019
13197,1086592,786218,23681,72873,203819,2019
13199,292170,15548,24927,63439,188256,2019
13201,21141803,14895624,89907,3214370,2941902,2019
13205,31945458,25220861,361172,3122820,3240605,2019
13207,451617,250191,3997,144442,52987,2019
13209,1810950,1012827,83993,267860,446270,2019
13211,891463,785620,13265,0,92578,2019
13213,209517,59651,100,0,149766,2019
13215,6560,6560,0,0,0,2019
13217,27008,26152,856,0,0,2019
13219,158687,89084,20844,11924,36835,2019
13221,675101,303043,8344,239649,124065,2019
13223,8160,0,738,7422,0,2019
13225,4278606,2281452,22799,984137,990218,2019
13227,99904,1118,261,70471,28054,2019
13229,13152681,5890466,26499,5541133,1694583,2019
13231,558597,96297,24164,397600,40536,2019
13233,778343,613121,9825,44143,111254,2019
13235,2906642,1563006,73548,32080,1238008,2019
13237,332819,274454,0,0,58365,2019
13239,574155,354456,119400,25933,74366,2019
13241,6391,4629,0,1762,0,2019
13243,9189374,6394793,266560,1399846,1128175,2019
13245,155816,64951,2094,42120,46651,2019
13247,1207,1207,0,0,0,2019
13249,625704,362909,54956,24702,183137,2019
13251,9778241,6710906,224775,598958,2243602,2019
13253,13409901,11092330,55250,622205,1640116,2019
13255,113930,48511,0,46181,19238,2019
13257,29830,63,0,20505,9262,2019
13259,2907949,2038957,141897,183311,543784,2019
13261,12681008,7116090,734941,3028048,1801929,2019
13263,29088,18651,8058,0,2379,2019
13265,203542,60143,2079,117808,23512,2019
13267,8366767,3289577,189224,847818,4040148,2019
13269,567412,39677,25791,5397,496547,2019
13271,3782837,1849074,210316,1077734,645713,2019
13273,17135451,10177215,970301,3078970,2908965,2019
13275,11649785,8797295,362541,1316747,1173202,2019
13277,13801065,9807921,95700,2617027,1280417,2019
13279,5031544,2647052,55640,432810,1896042,2019
13281,2260,2260,0,0,0,2019
13283,1303163,856618,48262,220758,177525,2019
13285,49749,36434,1292,0,12023,2019
13287,16079820,10483301,605858,3847554,1143107,2019
13289,2243851,1845417,11650,111094,275690,2019
13291,75317,11637,570,33677,29433,2019
13293,190693,75164,9732,93734,12063,2019
13295,517507,354342,6060,0,157105,2019
13297,139624,54324,33222,21093,30985,2019
13299,2410919,722714,4565,513088,1170552,2019
13301,700677,425526,14866,108218,152067,2019
13303,2623408,2084690,81938,27078,429702,2019
13305,5070813,3631859,8477,229437,1201040,2019
13307,5354644,3731707,199072,544470,879395,2019
13309,1320709,660093,67180,168999,424437,2019
13311,81446,30166,0,7945,43335,2019
13313,69266,48445,2129,0,18692,2019
13315,16120550,11167079,365353,3487086,1101031,2019
13317,465761,156038,11860,63063,234800,2019
13319,382925,230849,32175,72074,47827,2019
13321,31062208,22596431,369843,4405971,3689963,2019
13804,0,0,0,0,0,2019
13805,0,0,0,0,0,2019
13806,16826518,16826518,0,0,0,2019
13808,32660727,32660727,0,0,0,2019
13809,0,0,0,0,0,2019
13899,0,0,0,0,0,2019
13001,6059225,2630994,174805,685637,2567789,2018
13003,3964433,1881959,7162,791040,1284272,2018
13005,5202561,929829,20460,1586481,2665791,2018
13007,5433565,2895387,8413,453055,2076710,2018
13009,9667,7388,0,2279,0,2018
13011,93836,9473,2439,76988,4936,2018
13013,1319,1319,0,0,0,2018
13015,286253,109429,8564,0,168260,2018
13017,3344976,1942793,207473,407719,786991,2018
13019,8699787,4528458,102271,1675714,2393344,2018
13021,91225,35090,0,43225,12910,2018
13023,2366953,1469882,48152,112495,736424,2018
13025,420000,61506,6176,126125,226193,2018
13027,8568419,5094916,656687,1116369,1700447,2018
13029,235923,44703,8394,989,181837,2018
13031,11093560,5783855,546401,387564,4375740,2018
13033,7579935,4979848,95452,168793,2335842,2018
13035,15963,11978,3985,0,0,2018
13037,7353438,5519959,559538,389492,884449,2018
13039,10812,0,0,0,10812,2018
13043,2799666,793129,217091,238302,1551144,2018
13045,43460,22912,10468,0,10080,2018
13047,4169,4092,77,0,0,2018
13049,30726,1985,0,14596,14145,2018
13051,8783,2011,0,1582,5190,2018
13053,337,0,337,0,0,2018
13055,121747,24047,2487,0,95213,2018
13057,12543,0,0,212,12331,2018
13059,51951,28740,14067,0,9144,2018
13061,2488846,1813106,117276,96830,461634,2018
13063,0,0,0,0,0,2018
13065,4410328,48271,0,3240489,1121568,2018
13067,0,0,0,0,0,2018
13069,10566022,5239774,282780,2448505,2594963,2018
13071,12519427,7308323,465027,2110764,2635313,2018
13073,748,750,0,-2,0,2018
13075,5644410,3036433,78902,1304236,1224839,2018
13077,52351,49090,3261,0,0,2018
13079,553705,33944,9171,195159,315431,2018
13081,6275272,3757910,563156,567373,1386833,2018
13083,7063,550,1486,0,5027,2018
13085,41328,3003,0,25158,13167,2018
13087,12194887,8145679,252655,517105,3279448,2018
13089,0,0,0,0,0,2018
13091,3498495,2063206,284549,530193,620547,2018
13093,12244963,6492818,994155,430875,4327115,2018
13095,2195192,397297,18280,958775,820840,2018
13097,2632,2632,0,0,0,2018
13099,11870231,7309101,619561,758194,3183375,2018
13101,454136,63213,17229,301840,71854,2018
13103,1459362,547939,430,191915,719078,2018
13105,174639,118512,7561,0,48566,2018
13107,3702565,1650659,337802,75700,1638404,2018
13109,1188528,312629,55185,23209,797505,2018
13111,38290,9500,1554,0,27236,2018
13113,3563,3563,0,0,0,2018
13115,313139,83465,47363,0,182311,2018
13117,39687,0,0,0,39687,2018
13119,60435,16225,7170,4260,32780,2018
13121,0,0,0,0,0,2018
13123,40086,13117,0,21506,5463,2018
13125,223260,52077,10846,0,160337,2018
13127,0,0,0,0,0,2018
13129,456397,199598,18826,0,237973,2018
13131,5633364,2605775,531458,592395,1903736,2018
13133,123940,112683,136,0,11121,2018
13135,563,563,0,0,0,2018
13137,-19106,4737,0,-39795,15952,2018
13139,145374,26426,9332,53008,56608,2018
13141,55371,10262,7352,10562,27195,2018
13143,14872,9572,1074,4226,0,2018
13145,15214,0,10880,0,4334,2018
13147,250936,178151,27760,1275,43750,2018
13149,5603,2999,2604,0,0,2018
13151,35016,11001,2046,0,21969,2018
13153,2216043,1073414,30674,358257,753698,2018
13155,8862045,6035372,348612,601006,1877055,2018
13157,29255,2234,376,2267,24378,2018
13159,24104,36146,6833,-42913,24038,2018
13161,3622197,1869924,53026,481102,1218145,2018
13163,3528931,2383656,68517,42003,1034755,2018
13165,4182345,2345572,152532,33319,1650922,2018
13167,973463,603609,140189,10880,218785,2018
13169,46708,39367,7341,0,0,2018
13171,242885,179978,3817,2121,56969,2018
13173,1970132,687879,64355,691631,526267,2018
13175,3135558,1740422,552112,143249,699775,2018
13177,6900138,4333878,543223,672408,1350629,2018
13179,1141,90,0,0,1051,2018
13181,13759,3338,10427,-6,0,2018
13183,18546,1893,0,2465,14188,2018
13185,2092340,899758,176519,491189,524874,2018
13187,41619,7354,0,17639,16626,2018
13189,55316,46521,6723,2072,0,2018
13191,750,750,0,0,0,2018
13193,6009911,3272389,283825,1091742,1361955,2018
13195,138949,64802,17763,0,56384,2018
13197,648933,386649,30414,21900,209970,2018
13199,212197,19031,27459,0,165707,2018
13201,11204945,7192534,41965,894027,3076419,2018
13205,14919699,9348237,382231,1578528,3610703,2018
13207,157212,84674,3997,2279,66262,2018
13209,1189560,399503,107078,145100,537879,2018
13211,480328,348338,15157,18731,98102,2018
13213,157141,12757,889,0,143495,2018
13215,0,0,0,0,0,2018
13217,38269,17826,4571,5380,10492,2018
13219,152662,89928,22913,0,39821,2018
13221,221820,88026,9035,84,124675,2018
13223,738,0,738,0,0,2018
13225,3338958,338674,25796,1963328,1011160,2018
13227,32014,0,261,0,31753,2018
13229,5034186,1679909,73284,1371620,1909373,2018
13231,208920,156155,19908,2230,30627,2018
13233,177343,63833,23422,-21428,111516,2018
13235,2022507,646099,64626,105654,1206128,2018
13237,331886,288075,0,-11524,55335,2018
13239,409160,290844,32138,1106,85072,2018
13241,11714,662,0,1089,9963,2018
13243,4613051,3137822,279680,70118,1125431,2018
13245,61845,8499,2094,-10,51262,2018
13247,0,0,0,0,0,2018
13249,520553,259076,59463,31296,170718,2018
13251,6072866,2968964,240087,319924,2543891,2018
13253,6930617,4186410,105746,389762,2248699,2018
13255,9909,9909,0,0,0,2018
13257,47704,0,0,39756,7948,2018
13259,1522423,714116,135879,83180,589248,2018
13261,7494430,3617299,824174,1164197,1888760,2018
13263,44442,23286,8058,13098,0,2018
13265,116842,91636,1101,0,24105,2018
13267,6879142,1203270,242632,384919,5048321,2018
13269,527987,11676,29268,4241,482802,2018
13271,2340292,928386,254410,498359,659137,2018
13273,8261651,3850117,1174018,388092,2849424,2018
13275,5213521,2680007,446485,606748,1480281,2018
13277,6033831,3959742,126660,799549,1147880,2018
13279,4134173,703754,99395,202350,3128674,2018
13281,6049,1500,0,0,4549,2018
13283,478129,154328,46093,68215,209493,2018
13285,48622,34203,1466,0,12953,2018
13287,6389753,3664920,654188,1124004,946641,2018
13289,932647,459520,10653,90029,372445,2018
13291,21024,1628,0,0,19396,2018
13293,63910,41383,9732,2077,10718,2018
13295,252636,94140,8002,3972,146522,2018
13297,60944,8675,23111,0,29158,2018
13299,1363986,229972,6996,279405,847613,2018
13301,281757,84519,17047,4202,175989,2018
13303,1646151,1019016,102993,67474,456668,2018
13305,2879998,948926,22000,356857,1552215,2018
13307,3444843,2028629,140865,310558,964791,2018
13309,1079594,312533,93538,273575,399948,2018
13311,87812,8461,0,40168,39183,2018
